Date,Open,High,Low,Close,Adj Close,Volume
2020-06-03,11632523.0,11773486.0,11533015.0,11741700.0,11741700.0,30406819791447
2020-06-04,11740650.0,12022791.0,11606418.0,11921299.0,11921299.0,31530765901503
2020-06-05,11920786.0,11925789.0,11650892.0,11622417.0,11622417.0,28269388061912
2020-06-06,11621661.0,11774200.0,11538002.0,11629932.0,11629932.0,24622470213434
2020-06-07,11629118.0,11751503.0,11394376.0,11731214.0,11731214.0,30071083319151
2020-06-08,11732670.0,11732311.0,11586873.0,11685235.0,11685235.0,25694446248721
2020-06-09,11688668.0,11775412.0,11600757.0,11737992.0,11737992.0,28420616649992
2020-06-10,11736098.0,11790893.0,11575596.0,11751730.0,11751730.0,30607268547673
2020-06-11,11751711.0,11821208.0,11172651.0,11239738.0,11239738.0,36470492779536
2020-06-12,11238423.0,11471933.0,11214128.0,11412755.0,11412755.0,27217918274343
2020-06-13,11412625.0,11427643.0,11310634.0,11406054.0,11406054.0,21143403518100
2020-06-14,11408795.0,11414473.0,11252353.0,11298032.0,11298032.0,22858638937043
2020-06-15,11297126.0,11484532.0,10936685.0,11415503.0,11415503.0,32250573389819
2020-06-16,11419808.0,11570228.0,11343141.0,11559609.0,11559609.0,26136352820274
2020-06-17,11554469.0,11557984.0,11336915.0,11521734.0,11521734.0,24522777924528
2020-06-18,11523328.0,11524804.0,11311892.0,11410539.0,11410539.0,21543738308948
2020-06-19,11408665.0,11388576.0,11240308.0,11256939.0,11256939.0,23793959922803
2020-06-20,11260504.0,11386565.0,11207685.0,11310657.0,11310657.0,20761959409334
2020-06-21,11308943.0,11394001.0,11271099.0,11274976.0,11274976.0,18571367573357
2020-06-22,11271687.0,11677329.0,11278500.0,11665203.0,11665203.0,25514536989890
2020-06-23,11659592.0,11667653.0,11579522.0,11636864.0,11636864.0,20551254223265
2020-06-24,11639875.0,11613730.0,11191359.0,11234543.0,11234543.0,22872570395432
2020-06-25,11235166.0,11232525.0,10971872.0,11140011.0,11140011.0,22383936868030
2020-06-26,11135420.0,11159306.0,10946115.0,11029633.0,11029633.0,22078080964161
2020-06-27,11035539.0,11083672.0,10831378.0,10888163.0,10888163.0,20792054045247
2020-06-28,10891859.0,11071317.0,10804065.0,11005490.0,11005490.0,17525901426438
2020-06-29,11001214.0,11080468.0,10862006.0,11023970.0,11023970.0,19743603192751
2020-06-30,11017645.0,11024071.0,10918612.0,10959561.0,10959561.0,18872571634808
2020-07-01,10969146.0,11189022.0,10939339.0,11089771.0,11089771.0,19193171761415
2020-07-02,11093153.0,11116600.0,10834189.0,10940793.0,10940793.0,19593629021785
2020-07-03,10942511.0,11045965.0,10865390.0,10899585.0,10899585.0,15687309674819
2020-07-04,10895902.0,11014720.0,10859195.0,10953780.0,10953780.0,14741628137543
2020-07-05,10946107.0,10989397.0,10767302.0,10884194.0,10884194.0,15477635294749
2020-07-06,10882883.0,11174909.0,10841093.0,11174909.0,11174909.0,21322749136460
2020-07-07,11143546.0,11143488.0,10999574.0,11072201.0,11072201.0,16561912315377
2020-07-08,11073089.0,11268580.0,11064344.0,11243429.0,11243429.0,23495359695754
2020-07-09,11243024.0,11246919.0,11055218.0,11103594.0,11103594.0,21542701425826
2020-07-10,11098076.0,11151096.0,10973197.0,11140693.0,11140693.0,20243170349264
